question,answer,focus,qtype,source
What is (are) Kidney Stones in Adults ?,"The urinary tract is the bodys drainage system for removing wastes and extra water. The urinary tract includes two kidneys, two ureters, a bladder, and a urethra. The kidneys are two bean-shaped organs, each about the size of a fist. They are located near the middle of the back, just below the rib cage, one on each side of the spine. Every day, the two kidneys process about 200 quarts of blood to produce about 1 to 2 quarts of urine, composed of wastes and extra water. The urine flows from the kidneys to the bladder through tubes called ureters. The bladder stores urine until releasing it through urination. When the bladder empties, urine flows out of the body through a tube called the urethra at the bottom of the bladder.",Kidney Stones in Adults,information,NIDDK
Who is at risk for Kidney Stones in Adults? ?,"Anyone can get a kidney stone, but some people are more likely to get one. Men are affected more often than women, and kidney stones are more common in non-Hispanic white people than in non-Hispanic black people and Mexican Americans. Overweight and obese people are more likely to get a kidney stone than people of normal weight. In the United States, 8.8 percent of the population, or one in 11 people, have had a kidney stone.2",Kidney Stones in Adults,susceptibility,NIDDK
What causes Kidney Stones in Adults ?,"Kidney stones can form when substances in the urinesuch as calcium, oxalate, and phosphorusbecome highly concentrated. Certain foods may promote stone formation in people who are susceptible, but scientists do not believe that eating any specific food causes stones to form in people who are not susceptible. People who do not drink enough fluids may also be at higher risk, as their urine is more concentrated.
                
People who are at increased risk of kidney stones are those with
                
- hypercalciuria, a condition that runs in families in which urine contains unusually large amounts of calcium; this is the most common condition found in those who form calcium stones  - a family history of kidney stones  - cystic kidney diseases, which are disorders that cause fluid-filled sacs to form on the kidneys  - hyperparathyroidism, a condition in which the parathyroid glands, which are four pea-sized glands located in the neck, release too much hormone, causing extra calcium in the blood  - renal tubular acidosis, a disease that occurs when the kidneys fail to excrete acids into the urine, which causes a persons blood to remain too acidic  - cystinuria, a condition in which urine contains high levels of the amino acid cystine  - hyperoxaluria, a condition in which urine contains unusually large amounts of oxalate  - hyperuricosuria, a disorder of uric acid metabolism  - gout, a disorder that causes painful swelling of the joints  - blockage of the urinary tract  - chronic inflammation of the bowel  - a history of gastrointestinal (GI) tract surgery
                
Others at increased risk of kidney stones are people taking certain medications including
                
- diureticsmedications that help the kidneys remove fluid from the body  - calcium-based antacids  - the protease inhibitor indinavir (Crixivan), a medication used to treat HIV infection  - the anti-seizure medication topiramate (Topamax)",Kidney Stones in Adults,causes,NIDDK
What is (are) Kidney Stones in Adults ?,"Four major types of kidney stones can form:
                
- Calcium stones are the most common type of kidney stone and occur in two major forms: calcium oxalate and calcium phosphate. Calcium oxalate stones are more common. Calcium oxalate stone formation may be caused by high calcium and high oxalate excretion. Calcium phosphate stones are caused by the combination of high urine calcium and alkaline urine, meaning the urine has a high pH.  - Uric acid stones form when the urine is persistently acidic. A diet rich in purinessubstances found in animal protein such as meats, fish, and shellfishmay increase uric acid in urine. If uric acid becomes concentrated in the urine, it can settle and form a stone by itself or along with calcium.  - Struvite stones result from kidney infections. Eliminating infected stones from the urinary tract and staying infection-free can prevent more struvite stones.  - Cystine stones result from a genetic disorder that causes cystine to leak through the kidneys and into the urine, forming crystals that tend to accumulate into stones.",Kidney Stones in Adults,information,NIDDK
What are the symptoms of Kidney Stones in Adults ?,"People with kidney stones may have pain while urinating, see blood in the urine, or feel a sharp pain in the back or lower abdomen. The pain may last for a short or long time. People may experience nausea and vomiting with the pain. However, people who have small stones that pass easily through the urinary tract may not have symptoms at all.",Kidney Stones in Adults,symptoms,NIDDK
How to diagnose Kidney Stones in Adults ?,"To diagnose kidney stones, the health care provider will perform a physical exam and take a medical history. The medical history may include questions about family history of kidney stones, diet, GI problems, and other diseases and disorders. The health care provider may perform urine, blood, and imaging tests, such as an x ray or computerized tomography (CT) scan to complete the diagnosis.
                
- Urinalysis. Urinalysis is testing of a urine sample. The urine sample is collected in a special container in a health care providers office or commercial facility and can be tested in the same location or sent to a lab for analysis. Urinalysis can show whether the person has an infection or the urine contains substances that form stones.  - Blood test. A blood test involves drawing blood at a health care providers office or commercial facility and sending the sample to a lab for analysis. The blood test can show biochemical problems that can lead to kidney stones.  - Abdominal x ray. An abdominal x ray is a picture created using radiation and recorded on film or on a computer. The amount of radiation used is small. An x ray is performed at a hospital or outpatient center by an x-ray technician, and the images are interpreted by a radiologista doctor who specializes in medical imaging. Anesthesia is not needed. The person will lie on a table or stand during the x ray. The x-ray machine is positioned over the abdominal area. The person will hold his or her breath as the picture is taken so that the picture will not be blurry. The person may be asked to change position for additional pictures. The x rays can show the location of stones in the kidney or urinary tract.  - CT scans. CT scans use a combination of x rays and computer technology to create three-dimensional (3-D) images. A CT scan may include the injection of a special dye, called contrast medium. CT scans require the person to lie on a table that slides into a tunnel-shaped device where the x rays are taken. The procedure is performed in an outpatient center or hospital by an x-ray technician, and the images are interpreted by a radiologist. Anesthesia is not needed. CT scans can show stone locations and conditions that may have caused the stone to form.",Kidney Stones in Adults,exams and tests,NIDDK
What are the treatments for Kidney Stones in Adults ?,"Treatment for kidney stones usually depends on their size and what they are made of, as well as whether they are causing pain or obstructing the urinary tract. Kidney stones may be treated by a general practitioner or by a urologista doctor who specializes in the urinary tract. Small stones usually pass through the urinary tract without treatment. Still, the person may need pain medication and should drink lots of fluids to help move the stone along. Pain control may consist of oral or intravenous (IV) medication, depending on the duration and severity of the pain. IV fluids may be needed if the person becomes dehydrated from vomiting or an inability to drink. A person with a larger stone, or one that blocks urine flow and causes great pain, may need more urgent treatment, such as
                
- Shock wave lithotripsy. A machine called a lithotripter is used to crush the kidney stone. The procedure is performed by a urologist on an outpatient basis and anesthesia is used. In shock wave lithotripsy, the person lies on a table or, less commonly, in a tub of water above the lithotripter. The lithotripter generates shock waves that pass through the persons body to break the kidney stone into smaller pieces to pass more readily through the urinary tract.  - Ureteroscopy. A ureteroscopea long, tubelike instrument with an eyepieceis used to find and retrieve the stone with a small basket or to break the stone up with laser energy. The procedure is performed by a urologist in a hospital with anesthesia. The urologist inserts the ureteroscope into the persons urethra and slides the scope through the bladder and into the ureter. The urologist removes the stone or, if the stone is large, uses a flexible fiber attached to a laser generator to break the stone into smaller pieces that can pass out of the body in the urine. The person usually goes home the same day.
                
- Percutaneous nephrolithotomy. In this procedure, a wire-thin viewing instrument called a nephroscope is used to locate and remove the stone. The procedure is performed by a urologist in a hospital with anesthesia. During the procedure, a tube is inserted directly into the kidney through a small incision in the persons back. For large stones, an ultrasonic probe that acts as a lithotripter may be needed to deliver shock waves that break the stone into small pieces that can be removed more easily. The person may have to stay in the hospital for several days after the procedure and may have a small tube called a nephrostomy tube inserted through the skin into the kidney. The nephrostomy tube drains urine and any residual stone fragments from the kidney into a urine collection bag. The tube is usually left in the kidney for 2 or 3 days while the person remains in the hospital.",Kidney Stones in Adults,treatment,NIDDK
How to prevent Kidney Stones in Adults ?,"The first step in preventing kidney stones is to understand what is causing the stones to form. The health care provider may ask the person to try to catch the kidney stone as it passes, so it can be sent to a lab for analysis. Stones that are retrieved surgically can also be sent to a lab for analysis.
                
The health care provider may ask the person to collect urine for 24 hours after a stone has passed or been removed to measure daily urine volume and mineral levels. Producing too little urine or having a mineral abnormality can make a person more likely to form stones. Kidney stones may be prevented through changes in eating, diet, and nutrition and medications.
                
Eating, Diet, and Nutrition
                
People can help prevent kidney stones by making changes in their fluid intake. Depending on the type of kidney stone a person has, changes in the amounts of sodium, animal protein, calcium, and oxalate consumed can also help.
                
Drinking enough fluids each day is the best way to help prevent most types of kidney stones. Health care providers recommend that a person drink 2 to 3 liters of fluid a day. People with cystine stones may need to drink even more. Though water is best, other fluids may also help prevent kidney stones, such as orange juice or lemonade. Talk with your health care provider if you cant drink the recommended amount due to other health problems, such as urinary incontinence, urinary frequency, or kidney failure.
                
Recommendations based on the specific type of kidney stone include the following:
                
Calcium Oxalate Stones
                
- reducing sodium  - reducing animal protein, such as meat, eggs, and fish  - getting enough calcium from food or taking calcium supplements with food  - avoiding foods high in oxalate, such as spinach, rhubarb, nuts, and wheat bran
                
Calcium Phosphate Stones
                
- reducing sodium  - reducing animal protein  - getting enough calcium from food or taking calcium supplements with food
                
Uric Acid Stones
                
- limiting animal protein
                
More information about how changes in diet affect kidney stone formation is provided in the NIDDK health topic, Diet for Kidney Stone Prevention.
                
Medications
                
The health care provider may prescribe certain medications to help prevent kidney stones based on the type of stone formed or conditions that make a person more prone to form stones:
                
- hyperuricosuriaallopurinol (Zyloprim), which decreases uric acid in the blood and urine  - hypercalciuriadiuretics, such as hydrochlorothiazide  - hyperoxaluriapotassium citrate to raise the citrate and pH of urine  - uric acid stonesallopurinol and potassium citrate  - cystine stonesmercaptopropionyl glycine, which decreases cystine in the urine, and potassium citrate  - struvite stonesantibiotics, which are bacteria-fighting medications, when needed to treat infections, or acetohydroxamic acid with long-term antibiotic medications to prevent infection
                
People with hyperparathyroidism sometimes develop calcium stones. Treatment in these cases is usually surgery to remove the parathyroid glands. In most cases, only one of the glands is enlarged. Removing the glands cures hyperparathyroidism and prevents kidney stones.",Kidney Stones in Adults,prevention,NIDDK
What to do for Kidney Stones in Adults ?,"- A kidney stone is a solid piece of material that forms in a kidney when substances that are normally found in the urine become highly concentrated.  - Kidney stones are one of the most common disorders of the urinary tract.  - Certain foods may promote stone formation in people who are susceptible, but scientists do not believe that eating any specific food causes stones to form in people who are not susceptible.  - People with kidney stones may have pain while urinating, see blood in the urine, or feel a sharp pain in the back or lower abdomen. However, people who have small stones that pass easily through the urinary tract may not have symptoms at all.  - To diagnose kidney stones, the health care provider will perform a physical exam and take a medical history. The health care provider may perform urine, blood, and imaging tests to complete the diagnosis.  - Treatment for kidney stones usually depends on their size and what they are made of, as well as whether they are causing pain or obstructing the urinary tract. Treatments may include shock wave lithotripsy, ureteroscopy, or percutaneous nephrolithotomy.  - Kidney stones may be prevented through changes in eating, diet, and nutrition and medications.",Kidney Stones in Adults,considerations,NIDDK
What is (are) Kidney Stones in Children ?,"A kidney stone is a solid piece of material that forms in a kidney when substances that are normally found in the urine become highly concentrated. A stone may stay in the kidney or travel down the urinary tract. Kidney stones vary in size. A small stone may pass out of the body causing little or no pain. A larger stone may get stuck along the urinary tract and can block the flow of urine, causing severe pain or blood that can be seen in the urine.",Kidney Stones in Children,information,NIDDK
What is (are) Kidney Stones in Children ?,"The urinary tract is the bodys drainage system for removing wastes and extra water. The urinary tract includes two kidneys, two ureters, a bladder, and a urethra. The kidneys are a pair of bean-shaped organs, each about the size of a fist and located below the ribs, one on each side of the spine, toward the middle of the back. Every minute, a persons kidneys filter about 3 ounces of blood, removing wastes and extra water. The wastes and extra water make up the 1 to 2 quarts of urine an adult produces each day. Children produce less urine each day; the amount produced depends on their age. The urine travels from the kidneys down two narrow tubes called the ureters. The urine is then stored in a balloonlike organ called the bladder. When the bladder empties, urine flows out of the body through a tube called the urethra at the bottom of the bladder.",Kidney Stones in Children,information,NIDDK
What causes Kidney Stones in Children ?,"Kidney stones can form when substances in the urinesuch as calcium, magnesium, oxalate, and phosphorousbecome highly concentrated due to one or more causes:
                
- Defects in the urinary tract may block the flow of urine and create pools of urine. In stagnant urine, stone-forming substances tend to settle together into stones. Up to one-third of children who have stones have an anatomic abnormality in their urinary tract.  - Kidney stones may have a genetic cause. In other words, the tendency to form stones can run in families due to inherited factors.  - An unhealthy lifestyle may make children more likely to have kidney stones. For example, drinking too little water or drinking the wrong types of fluids, such as soft drinks or drinks with caffeine, may cause substances in the urine to become too concentrated. Similarly, too much sodium, or salt, in the diet may contribute to more chemicals in the urine, causing an increase in stone formation. Some doctors believe increases in obesity rates, less active lifestyles, and diets higher in salt may be causing more children to have kidney stones.  - Sometimes, a urinary tract infection can cause kidney stones to form. Some types of bacteria in the urinary tract break down ureaa waste product removed from the blood by the kidneysinto substances that form stones.  - Some children have metabolic disorders that lead to kidney stones. Metabolism is the way the body uses digested food for energy, including the process of breaking down food, using foods nutrients in the body, and removing the wastes that remain. The most common metabolic disorder that causes kidney stones in children is hypercalciuria, which causes extra calcium to collect in the urine. Other more rare metabolic conditions involve problems breaking down oxalate, a substance made in the body and found in some foods. These conditions include hyperoxaluria, too much oxalate in the urine, and oxalosis, characterized by deposits of oxalate and calcium in the bodys tissues. Another rare metabolic condition called cystinuria can cause kidney stones. Cystinuria is an excess of the amino acid cystine in the urine. Amino acids are the building blocks of proteins.",Kidney Stones in Children,causes,NIDDK
What are the symptoms of Kidney Stones in Children ?,"Children with kidney stones may have pain while urinating, see blood in the urine, or feel a sharp pain in the back or lower abdomen. The pain may last for a short or long time. Children may experience nausea and vomiting with the pain. However, children who have small stones that pass easily through the urinary tract may not have symptoms at all.",Kidney Stones in Children,symptoms,NIDDK
What is (are) Kidney Stones in Children ?,"Four major types of kidney stones occur in children:
                
- Calcium stones are the most common type of kidney stone and occur in two major forms: calcium oxalate and calcium phosphate. Calcium oxalate stones are more common. Calcium oxalate stone formation has various causes, which may include high calcium excretion, high oxalate excretion, or acidic urine. Calcium phosphate stones are caused by alkaline urine.  - Uric acid stones form when the urine is persistently acidic. A diet rich in purinessubstances found in animal proteins such as meats, fish, and shellfishmay cause uric acid. If uric acid becomes concentrated in the urine, it can settle and form a stone by itself or along with calcium.  - Struvite stones result from kidney infections. Eliminating infected stones from the urinary tract and staying infectionfree can prevent more struvite stones.  - Cystine stones result from a genetic disorder that causes cystine to leak through the kidneys and into the urine in high concentration, forming crystals that tend to accumulate into stones.",Kidney Stones in Children,information,NIDDK
How to diagnose Kidney Stones in Children ?,"The process of diagnosing any illness begins with consideration of the symptoms. Pain or bloody urine may be the first symptom. Urine, blood, and imaging tests will help determine whether symptoms are caused by a stone. Urine tests can be used to check for infection and for substances that form stones. Blood tests can be used to check for biochemical problems that can lead to kidney stones. Various imaging techniques can be used to locate the stone:
                
- Ultrasound uses a device, called a transducer, that bounces safe, painless sound waves off organs to create an image of their structure. An abdominal ultrasound can create images of the entire urinary tract. The procedure is performed in a health care providers office, outpatient center, or hospital by a specially trained technician, and the images are interpreted by a radiologista doctor who specializes in medical imaging; anesthesia is not needed. The images can show the location of any stones. This test does not expose children to radiation, unlike some other imaging tests. Although other tests are more useful in detecting very small stones or stones in the lower portion of the ureter, ultrasound is considered by many health care providers to be the best screening test to look for stones.  - Computerized tomography (CT) scans use a combination of x rays and computer technology to create threedimensional (3-D) images. A CT scan may include the injection of a special dye, called contrast medium. CT scans require the child to lie on a table that slides into a tunnel-shaped device where the x rays are taken. The procedure is performed in an outpatient center or hospital by an x-ray technician, and the images are interpreted by a radiologist; anesthesia is not needed. CT scans may be required to get an accurate stone count when children are being considered for urologic surgery. Because CT scans expose children to a moderate amount of radiation, health care providers try to reduce radiation exposure in children by avoiding repeated CT scans, restricting the area scanned as much as possible, and using the lowest radiation dose that will provide the needed diagnostic information.  - X-ray machines use radiation to create images of the childs urinary tract. The images can be taken at an outpatient center or hospital by an x-ray technician, and the images are interpreted by a radiologist; anesthesia is not needed. The x rays are used to locate many kinds of stones. A conventional x ray is generally less informative than an ultrasound or CT scan, but it is less expensive and can be done more quickly than other imaging procedures.",Kidney Stones in Children,exams and tests,NIDDK
What are the treatments for Kidney Stones in Children ?,"The treatment for a kidney stone usually depends on its size and what it is made of, as well as whether it is causing symptoms of pain or obstructing the urinary tract. Small stones usually pass through the urinary tract without treatment. Still, children will often require pain control and encouragement to drink lots of fluids to help move the stone along. Pain control may consist of oral or intravenous (IV) medication, depending on the duration and severity of the pain. IV fluids may be needed if the child becomes dehydrated from vomiting or an inability to drink. A child with a larger stone, or one that blocks urine flow and causes great pain, may need to be hospitalized for more urgent treatment. Hospital treatments may include the following:",Kidney Stones in Children,treatment,NIDDK
How to prevent Kidney Stones in Children ?,"To prevent kidney stones, health care providers and their patients must understand what is causing the stones to form. Especially in children with suspected metabolic abnormalities or with recurrent stones, a 24-hour urine collection is obtained to measure daily urine volume and to determine if any underlying mineral abnormality is making a child more likely to form stones. Based on the analysis of the collected urine, the treatment can be individualized to address a metabolic problem.
                
In all circumstances, children should drink plenty of fluids to keep the urine diluted and flush away substances that could form kidney stones. Urine should be almost clear.",Kidney Stones in Children,prevention,NIDDK
What to do for Kidney Stones in Children ?,"Families may benefit from meeting with a dietitian to learn how dietary management can help in preventing stones. Depending on the underlying cause of the stone formation, medications may be necessary to prevent recurrent stones. Dietary changes and medications may be required for a long term or, quite often, for life. Some common changes include the following:
                
- Children who tend to make calcium oxalate stones or have hypercalciuria should eat a regular amount of dietary calcium and limit salt intake. A thiazide diuretic medication may be given to some children to reduce the amount of calcium leaking into the urine.  - Children who have large amounts of oxalate in the urine may need to limit foods high in oxalate, such as chocolate, peanut butter, and dark-colored soft drinks.  - Children who form uric acid or cystine stones may need extra potassium citrate or potassium carbonate in the form of a pill or liquid medication. Avoiding foods high in purinessuch as meat, fish, and shellfishmay also help prevent uric acid stones.",Kidney Stones in Children,considerations,NIDDK
What to do for Kidney Stones in Children ?,"- A kidney stone is a solid piece of material that forms in a kidney when some substances that are normally found in the urine become highly concentrated.  - Kidney stones occur in infants, children, and teenagers from all races and ethnicities.  - Kidney stones in children are diagnosed using a combination of urine, blood, and imaging tests.  - The treatment for a kidney stone usually depends on its size and composition as well as whether it is causing symptoms of pain or obstructing the urinary tract.  - Small stones usually pass through the urinary tract without treatment. Still, children will often require pain control and encouragement to drink lots of fluids to help move the stone along.  - Children with larger stones, or stones that block urine flow and cause great pain, may need to be hospitalized for more urgent treatment.  - Hospital treatments may include shock wave lithotripsy (SWL), removal of the stone with a ureteroscope, lithotripsy with a ureteroscope, or percutaneous nephrolithotomy.   - To prevent recurrent kidney stones, health care providers and their patients must understand what is causing the stones to form.  - In all circumstances, children should drink plenty of fluids to keep the urine diluted and flush away substances that could form kidney stones. Urine should be almost clear.",Kidney Stones in Children,considerations,NIDDK
What causes Nerve Disease and Bladder Control ?,"Nerves that work poorly can lead to three different kinds of bladder control problems.
                
Overactive bladder. Damaged nerves may send signals to the bladder at the wrong time, causing its muscles to squeeze without warning. The symptoms of overactive bladder include
                
- urinary frequencydefined as urination eight or more times a day or two or more times at night  - urinary urgencythe sudden, strong need to urinate immediately  - urge incontinenceleakage of urine that follows a sudden, strong urge to urinate
                
Poor control of sphincter muscles. Sphincter muscles surround the urethra and keep it closed to hold urine in the bladder. If the nerves to the sphincter muscles are damaged, the muscles may become loose and allow leakage or stay tight when you are trying to release urine.
                
Urine retention. For some people, nerve damage means their bladder muscles do not get the message that it is time to release urine or are too weak to completely empty the bladder. If the bladder becomes too full, urine may back up and the increasing pressure may damage the kidneys. Or urine that stays too long may lead to an infection in the kidneys or bladder. Urine retention may also lead to overflow incontinence.",Nerve Disease and Bladder Control,causes,NIDDK
What causes Nerve Disease and Bladder Control ?,"Many events or conditions can damage nerves and nerve pathways. Some of the most common causes are
                
- vaginal childbirth  - infections of the brain or spinal cord  - diabetes  - stroke  - accidents that injure the brain or spinal cord  - multiple sclerosis  - heavy metal poisoning
                
In addition, some children are born with nerve problems that can keep the bladder from releasing urine, leading to urinary infections or kidney damage.",Nerve Disease and Bladder Control,causes,NIDDK
What are the treatments for Nerve Disease and Bladder Control ?,"The treatment for a bladder control problem depends on the cause of the nerve damage and the type of voiding dysfunction that results.
                
In the case of overactive bladder, your doctor may suggest a number of strategies, including bladder training, electrical stimulation, drug therapy, and, in severe cases where all other treatments have failed, surgery.
                
Bladder training. Your doctor may ask you to keep a bladder diary-a record of your fluid intake, trips to the bathroom, and episodes of urine leakage. This record may indicate a pattern and suggest ways to avoid accidents by making a point of using the bathroom at certain times of the day-a practice called timed voiding. As you gain control, you can extend the time between trips to the bathroom. Bladder training also includes Kegel exercises to strengthen the muscles that hold in urine.
                
Electrical stimulation. Mild electrical pulses can be used to stimulate the nerves that control the bladder and sphincter muscles. Depending on which nerves the doctor plans to treat, these pulses can be given through the vagina or anus, or by using patches on the skin. Another method is a minor surgical procedure to place the electric wire near the tailbone. This procedure involves two steps. First, the wire is placed under the skin and connected to a temporary stimulator, which you carry with you for several days. If your condition improves during this trial period, then the wire is placed next to the tailbone and attached to a permanent stimulator under your skin. The Food and Drug Administration (FDA) has approved this device, marketed as the InterStim system, to treat urge incontinence, urgency-frequency syndrome, and urinary retention in patients for whom other treatments have not worked.
                
Drug therapy. Different drugs can affect the nerves and muscles of the urinary tract in different ways.
                
-  Drugs that relax bladder muscles and prevent bladder spasms include oxybutynin chloride (Ditropan), tolterodine (Detrol), hyoscyamine (Levsin), and propantheline bromide (Pro-Banthine), which belong to the class of drugs called anticholinergics. Their most common side effect is dry mouth, although large doses may cause blurred vision, constipation, a faster heartbeat, and flushing. A new patch delivery system for oxybutynin (Oxytrol) may decrease side effects. Ditropan XL and Detrol LA are timed-release formulations that deliver a low level of the drug continuously in the body. These drugs have the advantage of once-a-day administration. In 2004, the FDA approved trospium chloride (Sanctura), darifenacin (Enablex), and solifenacin succinate (VESIcare) for the treatment of overactive bladder.  -  Drugs for depression that also relax bladder muscles include imipramine hydrochloride (Tofranil), a tricyclic antidepressant. Side effects may include fatigue, dry mouth, dizziness, blurred vision, nausea, and insomnia.
                
Additional drugs are being evaluated for the treatment of overactive bladder and may soon receive FDA approval.
                
Surgery. In extreme cases, when incontinence is severe and other treatments have failed, surgery may be considered. The bladder may be made larger through an operation known as augmentation cystoplasty, in which a part of the diseased bladder is replaced with a section taken from the patient's bowel. This operation may improve the ability to store urine but may make the bladder more difficult to empty, making regular catheterization necessary. Additional risks of surgery include the bladder breaking open and leaking urine into the body, bladder stones, mucus in the bladder, and infection.",Nerve Disease and Bladder Control,treatment,NIDDK
What are the treatments for Nerve Disease and Bladder Control ?,"The job of the sphincter muscles is to hold urine in the bladder by squeezing the urethra shut. If the urethral sphincter fails to stay closed, urine may leak out of the bladder. When nerve signals are coordinated properly, the sphincter muscles relax to allow urine to pass through the urethra as the bladder contracts to push out urine. If the signals are not coordinated, the bladder and the sphincter may contract at the same time, so urine cannot pass easily.
                
Drug therapy for an uncoordinated bladder and urethra. Scientists have not yet found a drug that works selectively on the urethral sphincter muscles, but drugs used to reduce muscle spasms or tremors are sometimes used to help the sphincter relax. Baclofen (Lioresal) is prescribed for muscle spasms or cramping in patients with multiple sclerosis and spinal injuries. Diazepam (Valium) can be taken as a muscle relaxant or to reduce anxiety. Drugs called alpha-adrenergic blockers can also be used to relax the sphincter. Examples of these drugs are alfuzosin (UroXatral), tamsulosin (Flomax), terazosin (Hytrin), and doxazosin (Cardura). The main side effects are low blood pressure, dizziness, fainting, and nasal congestion. All of these drugs have been used to relax the urethral sphincter in people whose sphincter does not relax well on its own.
                
Botox injection. Botulinum toxin type A (Botox) is best known as a cosmetic treatment for facial wrinkles. Doctors have also found that botulinum toxin is useful in blocking spasms like eye ticks or relaxing muscles in patients with multiple sclerosis. Urologists have found that injecting botulinum toxin into the tissue surrounding the sphincter can help it to relax. Although the FDA has approved botulinum toxin only for facial cosmetic purposes, researchers are studying the safety and effectiveness of botulinum toxin injection into the sphincter for possible FDA approval in the future.",Nerve Disease and Bladder Control,treatment,NIDDK
What are the treatments for Nerve Disease and Bladder Control ?,"Urine retention may occur either because the bladder wall muscles cannot contract or because the sphincter muscles cannot relax.
                
Catheter. A catheter is a thin tube that can be inserted through the urethra into the bladder to allow urine to flow into a collection bag. If you are able to place the catheter yourself, you can learn to carry out the procedure at regular intervals, a practice called clean intermittent catheterization. Some patients cannot place their own catheters because nerve damage affects their hand coordination as well as their voiding function. These patients need to have a caregiver place the catheter for them at regular intervals. If regular catheter placement is not feasible, the patients may need to have an indwelling catheter that can be changed less often. Indwelling catheters have several risks, including infection, bladder stones, and bladder tumors. However, if the bladder cannot be emptied any other way, then the catheter is the only way to stop the buildup of urine in the bladder that can damage the kidneys.
                
Urethral stent. Stents are small tube-like devices inserted into the urethra and allowed to expand, like a spring, widening the opening for urine to flow out. Stents can help prevent urine backup when the bladder wall and sphincter contract at the same time because of improper nerve signals. However, stents can cause problems if they move or lead to infection.
                
Surgery. Men may consider a surgery that removes the external sphincter-a sphincterotomy-or a piece of it-a sphincter resection-to prevent urinary retention. The surgeon will pass a thin instrument through the urethra to deliver electrical or laser energy that burns away sphincter tissue. Possible complications include bleeding that requires a transfusion and, rarely, problems with erections. This procedure causes loss of urine control and requires the patient to collect urine by wearing an external catheter that fits over the penis like a condom. No external collection device is available for women.
                
Urinary diversion. If other treatments fail and urine regularly backs up and damages the kidneys, the doctor may recommend a urinary diversion, a procedure that may require an outside collection bag attached to a stoma, a surgically created opening where urine passes out of the body. Another form of urinary diversion replaces the bladder with a continent urinary reservoir, an internal pouch made from sections of the bowel or other tissue. This method allows the person to store urine inside the body until a catheter is used to empty it through a stoma.",Nerve Disease and Bladder Control,treatment,NIDDK
What is (are) Perineal Injury in Males ?,"Perineal injury is an injury to the perineum, the part of the body between the anus and the genitals, or sex organs. In males, the perineum is the area between the anus and the scrotum, the external pouch of skin that holds the testicles. Injuries to the perineum can happen suddenly, as in an accident, or gradually, as the result of an activity that persistently puts pressure on the perineum. Sudden damage to the perineum is called an acute injury, while gradual damage is called a chronic injury.",Perineal Injury in Males,information,NIDDK
What are the complications of Perineal Injury in Males ?,"Injury to the blood vessels, nerves, and muscles in the perineum can lead to complications such as
                
- bladder control problems  - sexual problems
                
Bladder control problems. The nerves in the perineum carry signals from the bladder to the spinal cord and brain, telling the brain when the bladder is full. Those same nerves carry signals from the brain to the bladder and pelvic floor muscles, directing those muscles to hold or release urine. Injury to those nerves can block or interfere with the signals, causing the bladder to squeeze at the wrong time or not to squeeze at all. Damage to the pelvic floor muscles can cause bladder and bowel control problems.
                
Sexual problems. The perineal nerves also carry signals between the genitals and the brain. Injury to those nerves can interfere with the sensations of sexual contact.
                
Signals from the brain direct the smooth muscles in the genitals to relax, causing greater blood flow into the penis. In men, damaged blood vessels can cause erectile dysfunction (ED), the inability to achieve or maintain an erection firm enough for sexual intercourse. An internal portion of the penis runs through the perineum and contains a section of the urethra. As a result, damage to the perineum may also injure the penis and urethra.",Perineal Injury in Males,complications,NIDDK
